original,duplicate,label
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\2_17.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_126.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\1. Eczema 1677\2_0.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_13.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_45.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_133.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_33.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_137.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_34.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_138.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_2.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_139.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\1. Eczema 1677\2_14.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_14.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\1. Eczema 1677\2_1.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_142.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_50.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_149.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_15.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_15.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_28.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_153.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_32.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_155.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_25.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_158.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_43.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_159.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\5_0.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_162.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_43.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_169.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_18.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_17.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\1. Eczema 1677\2_9.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_173.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_42.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_174.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\2_16.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_175.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_29.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_177.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\1. Eczema 1677\2_11.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_178.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_40.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_180.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\2_8.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_181.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\2_14.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_183.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\1. Eczema 1677\2_10.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_186.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\1. Eczema 1677\2_4.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_187.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_22.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_188.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_17.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_189.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\1. Eczema 1677\2_15.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_190.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\1. Eczema 1677\2_17.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_192.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_49.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_196.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_18.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_197.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_20.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_20.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_41.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_203.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\2_19.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_204.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\2_0.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_207.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_47.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_208.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_19.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_211.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_29.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_215.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\2_7.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_216.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_9.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_217.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_57.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_223.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_52.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_225.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\1. Eczema 1677\2_6.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_23.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_47.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_230.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_14.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_232.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_46.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_233.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\1. Eczema 1677\2_8.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_234.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\1. Eczema 1677\2_16.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_24.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\4_1.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_240.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_34.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_242.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_28.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_244.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\2_11.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_246.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_45.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_247.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_32.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_248.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_7.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_252.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_36.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_257.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_46.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_259.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_26.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_26.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\2_3.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_262.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_12.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_264.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_22.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_265.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_1.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_266.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_24.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_267.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_32.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_268.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_8.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_269.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_31.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_270.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_20.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_272.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_37.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_274.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_21.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_28.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_39.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_282.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\4_15.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_285.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_21.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_287.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_23.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_289.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_35.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_293.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\2_12.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_294.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\2_20.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_296.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_48.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_297.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\1. Eczema 1677\2_12.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_30.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\2_10.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_300.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\2_1.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_302.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\1. Eczema 1677\2_7.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_304.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\1. Eczema 1677\2_5.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_305.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_33.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_307.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\5_1.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_308.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_4.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_312.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\4_30.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_314.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_42.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_315.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_26.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_317.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_38.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_318.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\1. Eczema 1677\2_2.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_320.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_44.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_322.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_30.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_328.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_0.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_333.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_23.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_336.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_25.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_339.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_6.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_34.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_13.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_340.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_16.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_341.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_41.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_35.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\2_5.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_39.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_16.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_41.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_38.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_46.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_44.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_47.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\5_2.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_51.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\2_2.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_61.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_51.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_62.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_31.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_63.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_27.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_65.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\4_12.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_67.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_12.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_68.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_6.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_69.jpg,10. Warts Molluscum and other Viral Infections - 2103
